dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,60.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,0.0,94.0,8 9 10 11 12 13 14 15 16,-1.0,
base,active,,0.0,249.0,17,-1.0,
base,active,,0.0,313.0,18 19 20 21 22 23,-1.0,
base,active,,0.0,321.0,24 25 26 27 28 29 30 31,-1.0,
base,active,60.0,60.0,166.0,0 1 2 3 4 5 6 7,1.0,False
base,active,94.0,94.0,250.0,8 9 10 11 12 13 14 15 16,2.0,False
base,active,,166.0,249.0,0 1 2 3 4 5 6 7,-1.0,
base,active,249.0,249.0,350.0,0 1 2 3 4 5 6 7 17,3.0,False
base,active,,250.0,269.0,8 9 10 11 12 13 14,-1.0,
base,active,,250.0,313.0,15 16,-1.0,
base,active,269.0,269.0,391.0,8 9 10 11 12 13 14,4.0,False
base,active,313.0,313.0,413.0,15 16 18 19 20 21 22 23,5.0,False
base,active,321.0,321.0,389.0,24 25 26 27 28 29 30 31,6.0,False
base,active,350.0,350.0,489.0,0 1 2 3 4 5 6 7,7.0,False
base,active,,350.0,563.0,17,-1.0,
base,active,,389.0,602.0,24,-1.0,
base,active,,389.0,801.0,25 26 27 28 29 30 31,-1.0,
base,active,,391.0,484.0,8 9 10 11 12 13 14,-1.0,
base,active,,413.0,484.0,15,-1.0,
base,active,,413.0,547.0,16,-1.0,
base,active,,413.0,563.0,18 19 20 21 22 23,-1.0,
base,active,484.0,484.0,575.0,8 9 10 11 12 13 14 15,8.0,False
base,active,,489.0,547.0,0 1 2 3 4 5 6 7,-1.0,
base,active,547.0,547.0,655.0,0 1 2 3 4 5 6 7 16,9.0,False
base,active,563.0,563.0,608.0,17 18 19 20 21 22 23,10.0,False
base,active,,575.0,602.0,8 9 10 11 12 13 14 15,-1.0,
base,active,602.0,602.0,731.0,8 9 10 11 12 13 14 15 24,11.0,False
base,active,,608.0,800.0,17 18 19 20 21 22 23,-1.0,
base,active,,655.0,656.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,655.0,800.0,16,-1.0,
base,active,656.0,656.0,742.0,0 1 2 3 4 5 6 7,12.0,False
base,active,,731.0,748.0,8,-1.0,
base,active,,731.0,780.0,9 10 11 12 13 14 15,-1.0,
base,active,,731.0,801.0,24,-1.0,
base,active,,742.0,748.0,0 1 2 3 4 5 6 7,-1.0,
base,active,748.0,748.0,841.0,0 1 2 3 4 5 6 7 8,13.0,False
base,active,780.0,780.0,894.0,9 10 11 12 13 14 15,14.0,False
base,active,800.0,800.0,866.0,16 17 18 19 20 21 22 23,15.0,False
base,active,801.0,801.0,860.0,24 25 26 27 28 29 30 31,16.0,False
base,active,,841.0,844.0,0 1 2 3 4 5 6 7 8,-1.0,
base,active,844.0,844.0,953.0,0 1 2 3 4 5 6 7 8,17.0,False
base,active,,860.0,1258.0,24 25,-1.0,
base,active,,860.0,2060.0,26 27 28 29 30 31,-1.0,
base,active,,866.0,894.0,16 17 18 19,-1.0,
base,active,,866.0,1258.0,20 21 22 23,-1.0,
base,active,894.0,894.0,1002.0,9 10 11 12 13 14 15 16 17 18 19,18.0,False
base,active,,953.0,1044.0,0 1 2 3 4 5 6,-1.0,
base,active,,953.0,1154.0,7 8,-1.0,
base,active,,1002.0,1220.0,9 10 11 12 13 14 15 16,-1.0,
base,active,,1002.0,1258.0,17 18 19,-1.0,
base,active,1044.0,1044.0,1118.0,0 1 2 3 4 5 6,19.0,False
base,active,,1118.0,1154.0,0 1 2 3 4 5 6,-1.0,
base,active,1154.0,1154.0,1280.0,0 1 2 3 4 5 6 7 8,20.0,False
base,active,1220.0,1220.0,1307.0,9 10 11 12 13 14 15 16,21.0,False
base,active,1258.0,1258.0,1313.0,17 18 19 20 21 22 23 24 25,22.0,False
base,active,,1280.0,1283.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,1280.0,1598.0,8,-1.0,
base,active,1283.0,1283.0,1345.0,0 1 2 3 4 5 6 7,23.0,False
base,active,,1307.0,1647.0,9 10 11 12 13 14 15 16,-1.0,
base,active,,1313.0,1647.0,17,-1.0,
base,active,,1313.0,1900.0,18 19 20 21 22 23 24 25,-1.0,
base,active,,1345.0,1598.0,0 1 2 3 4 5 6 7,-1.0,
base,active,1598.0,1598.0,1704.0,0 1 2 3 4 5 6 7 8,24.0,False
base,active,1647.0,1647.0,1708.0,9 10 11 12 13 14 15 16 17,25.0,False
base,active,,1704.0,1778.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,1704.0,1827.0,8,-1.0,
base,active,,1708.0,1827.0,9 10 11 12 13 14 15 16,-1.0,
base,active,,1708.0,1900.0,17,-1.0,
base,active,1778.0,1778.0,1935.0,0 1 2 3 4 5 6 7,26.0,False
base,active,1827.0,1827.0,1912.0,8 9 10 11 12 13 14 15 16,27.0,False
base,active,1900.0,1900.0,2030.0,17 18 19 20 21 22 23 24 25,28.0,False
base,active,,1912.0,2100.0,8 9 10 11 12 13,-1.0,
base,active,,1912.0,2152.0,14 15 16,-1.0,
base,active,,1935.0,1979.0,0 1 2 3 4 5,-1.0,
base,active,,1935.0,2066.0,6,-1.0,
base,active,,1935.0,2100.0,7,-1.0,
base,active,1979.0,1979.0,2038.0,0 1 2 3 4 5,29.0,False
base,active,,2030.0,2152.0,17 18 19 20 21,-1.0,
base,active,,2030.0,2305.0,22 23 24 25,-1.0,
base,active,,2038.0,2066.0,0 1 2 3 4 5,-1.0,
base,switching_off,,2060.0,2180.0,26 27 28 29 30 31,-2.0,
base,active,2066.0,2066.0,2161.0,0 1 2 3 4 5 6,30.0,False
base,active,2100.0,2100.0,2225.0,7 8 9 10 11 12 13,31.0,False
base,active,2152.0,2152.0,2262.0,14 15 16 17 18 19 20 21,32.0,False
base,active,,2161.0,2173.0,0 1 2 3 4 5 6,-1.0,
base,active,2173.0,2173.0,2244.0,0 1 2 3 4 5 6,33.0,False
base,sleeping,,2180.0,2185.0,26 27 28 29,-4.0,
base,sleeping,,2180.0,6207.0,30,-4.0,
base,sleeping,,2180.0,18659.0,31,-4.0,
base,switching_on,,2185.0,2305.0,26 27 28 29,-3.0,
base,active,,2225.0,2311.0,7,-1.0,
base,active,,2225.0,2521.0,8,-1.0,
base,active,,2225.0,3305.0,9 10,-1.0,
base,active,,2225.0,3425.0,11 12 13,-1.0,
base,active,,2244.0,2311.0,0 1 2 3 4 5 6,-1.0,
base,active,,2262.0,3462.0,14 15 16 17 18 19 20 21,-1.0,
base,active,2185.0,2305.0,2394.0,22 23 24 25 26 27 28 29,34.0,False
base,active,2311.0,2311.0,2355.0,0 1 2 3 4 5 6 7,35.0,False
base,active,,2355.0,2422.0,0 1 2 3 4 5 6,-1.0,
base,active,,2355.0,2521.0,7,-1.0,
base,active,,2394.0,3594.0,22 23 24 25 26 27 28 29,-1.0,
base,active,2422.0,2422.0,2478.0,0 1 2 3 4 5 6,36.0,False
base,active,,2478.0,2521.0,0 1 2 3 4 5 6,-1.0,
base,active,2521.0,2521.0,2614.0,0 1 2 3 4 5 6 7 8,37.0,False
base,active,,2614.0,2623.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,2614.0,3305.0,8,-1.0,
base,active,2623.0,2623.0,2700.0,0 1 2 3 4 5 6 7,38.0,False
base,active,,2700.0,2869.0,0 1 2 3 4 5 6 7,-1.0,
base,active,2869.0,2869.0,2945.0,0 1 2 3 4 5 6 7,39.0,False
base,active,,2945.0,3026.0,0 1 2 3 4 5 6,-1.0,
base,active,,2945.0,3176.0,7,-1.0,
base,active,3026.0,3026.0,3080.0,0 1 2 3 4 5 6,40.0,False
base,active,,3080.0,3176.0,0 1 2 3 4 5 6,-1.0,
base,active,3176.0,3176.0,3217.0,0 1 2 3 4 5 6 7,41.0,False
base,active,,3217.0,3305.0,0 1 2 3 4 5 6 7,-1.0,
base,active,3305.0,3305.0,3373.0,0 1 2 3 4 5 6 7 8 9 10,42.0,False
base,active,,3373.0,3676.0,0 1 2 3 4 5 6,-1.0,
base,active,,3373.0,3796.0,7 8 9 10,-1.0,
base,switching_off,,3425.0,3545.0,11 12 13,-2.0,
base,switching_off,,3462.0,3582.0,14 15 16 17 18 19 20 21,-2.0,
base,sleeping,,3545.0,3676.0,11 12 13,-4.0,
base,sleeping,,3582.0,3676.0,14 15,-4.0,
base,sleeping,,3582.0,3867.0,16,-4.0,
base,sleeping,,3582.0,3922.0,17 18 19 20 21,-4.0,
base,switching_off,,3594.0,3714.0,22 23 24 25 26 27 28 29,-2.0,
base,active,3676.0,3676.0,3795.0,0 1 2 3 4 5 6,43.0,False
base,switching_on,,3676.0,3796.0,11 12 13 14 15,-3.0,
base,sleeping,,3714.0,3922.0,22,-4.0,
base,sleeping,,3714.0,6039.0,23,-4.0,
base,sleeping,,3714.0,6101.0,24 25 26 27,-4.0,
base,sleeping,,3714.0,6207.0,28 29,-4.0,
base,active,,3795.0,3987.0,0 1 2 3 4 5 6,-1.0,
base,active,3676.0,3796.0,3872.0,7 8 9 10 11 12 13 14 15,44.0,False
base,switching_on,,3867.0,3987.0,16,-3.0,
base,active,,3872.0,3906.0,7 8 9 10 11 12 13 14,-1.0,
base,active,,3872.0,4042.0,15,-1.0,
base,active,3906.0,3906.0,3998.0,7 8 9 10 11 12 13 14,46.0,False
base,switching_on,,3922.0,4042.0,17 18 19 20 21 22,-3.0,
base,active,3867.0,3987.0,4132.0,0 1 2 3 4 5 6 16,45.0,False
