id,state_history
10,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
11,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
12,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
13,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
14,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
15,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
16,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
17,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
18,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
19,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
20,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
21,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
22,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
23,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
24,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
25,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
26,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
27,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
28,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1857, 'dvfs_mode': 'base'}]"
